,日期,最高气温,最低气温,天气,风向,风力
1942,2016-05-08,20,16,小雨~阵雨,东北风,小于3级
1943,2016-05-09,21,16,小雨,西北风,小于3级
1944,2016-05-10,19,15,小雨~多云,东南风,小于3级
1945,2016-05-11,25,17,晴,东北风,小于3级
1946,2016-05-12,28,19,晴,东南风,小于3级
1947,2016-05-13,22,18,多云,东南风,小于3级
1948,2016-05-14,24,18,阴~多云,东北风,小于3级
1949,2016-05-15,26,15,中雨,西北风,小于3级
1950,2016-05-16,24,15,晴,东南风,小于3级
1951,2016-05-17,26,16,晴~多云,东南风,小于3级
1952,2016-05-18,26,17,多云,东南风,小于3级
1953,2016-05-19,25,19,多云~阴,东南风,小于3级
1954,2016-05-20,24,20,小雨~中雨,东南风,小于3级
1955,2016-05-21,21,18,中雨~小雨,东南风,小于3级
1956,2016-05-22,24,19,阴,东南风,小于3级
1957,2016-05-23,26,20,多云~小雨,东南风,小于3级
1958,2016-05-24,24,19,小雨~多云,东南风,小于3级
1959,2016-05-25,28,21,多云~小雨,西南风,小于3级
1960,2016-05-26,25,20,小雨~中雨,东南风,小于3级
1961,2016-05-27,22,19,中雨~小雨,东南风,小于3级
1962,2016-05-28,22,19,大雨~中雨,东南风,小于3级
1963,2016-05-29,23,19,小雨~阴,东南风,小于3级
1964,2016-05-30,26,20,阴,东南风,小于3级
1965,2016-05-31,27,20,阵雨~暴雨,东北风,小于3级
1966,2016-06-01,22,18,小雨~多云,东南风,小于3级
1967,2016-06-02,26,20,多云~小雨,东北风,小于3级
1968,2016-06-03,21,17,中雨~小雨,东南风,小于3级
1969,2016-06-04,25,19,阴~多云,西北风,小于3级
1970,2016-06-05,25,20,多云,西北风,小于3级
1971,2016-06-06,27,20,多云~雷阵雨,东南风,小于3级
1972,2016-06-07,26,21,小雨~雷阵雨,东北风,小于3级
1973,2016-06-08,26,21,小雨,东北风,小于3级
1974,2016-06-09,25,21,阴~多云,东南风,小于3级
1975,2016-06-10,27,22,多云~阴,东南风,小于3级
1976,2016-06-11,30,23,阵雨,东南风,小于3级
1977,2016-06-12,24,21,大雨~小雨,东南风,小于3级
1978,2016-06-13,28,21,多云,东南风,小于3级
1979,2016-06-14,31,23,晴~多云,东北风,小于3级
1980,2016-06-15,32,22,雷阵雨~阵雨,东南风,小于3级
1981,2016-06-16,26,21,小雨~多云,东南风,小于3级
1982,2016-06-17,31,23,晴~多云,东北风,小于3级
1983,2016-06-18,30,24,多云~雷阵雨,西北风,小于3级
1984,2016-06-19,32,25,阴~阵雨,东南风,小于3级
1985,2016-06-20,29,25,雷阵雨~阴,东南风,小于3级
1986,2016-06-21,32,25,多云,东南风,小于3级
1987,2016-06-22,30,25,大雨~阵雨,东南风,小于3级
1988,2016-06-23,34,26,雷阵雨~多云,东北风,小于3级
1989,2016-06-24,34,22,雷阵雨~中雨,东南风,小于3级
1990,2016-06-25,23,19,小雨~多云,东南风,小于3级
1991,2016-06-26,26,21,多云~小雨,东南风,小于3级
1992,2016-06-27,24,21,中雨,东南风,小于3级
1993,2016-06-28,25,22,大雨~暴雨,东南风,小于3级
1994,2016-06-29,26,23,阵雨,东南风,小于3级
1995,2016-06-30,34,26,多云~阵雨,东北风,小于3级
